lon,lat
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-77.4714,39.6306
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1061,41.9311
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
-74.1028,41.9289
